fifa_version,age,physic,mentality_aggression,mentality_interceptions,power_stamina,power_strength,defending_marking_awareness,power_jumping,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,mentality_composure,movement_reactions,skill_long_passing,skill_dribbling,skill_fk_accuracy,skill_ball_control,attacking_crossing,power_shot_power,attacking_finishing,skill_curve,movement_balance,attacking_volleys,power_long_shots,mentality_vision,mentality_penalties,movement_agility,big_potential
18.0,24,74.0,78,76,89,64,75,81,77,76,67,76.0,80,80,79,77,78,84,75,50,85,70,66,67,67,63,78,1
19.0,25,77.0,78,80,92,68,80,81,81,79,74,80.0,83,86,82,79,82,89,80,65,87,70,67,75,74,68,73,0
20.0,26,76.0,78,80,91,68,80,80,81,79,74,80.0,83,87,82,79,83,89,80,65,87,70,67,76,76,81,73,0
21.0,27,76.0,78,80,91,68,80,80,81,79,67,78.0,83,87,82,79,82,89,87,65,87,70,67,83,76,81,73,0
17.0,22,57.0,30,19,63,64,29,62,32,30,56,51.0,66,56,71,49,68,69,71,62,64,77,59,68,60,58,78,1
19.0,24,63.0,44,42,70,67,54,64,37,37,56,59.0,68,56,73,49,74,72,72,65,65,75,59,75,70,58,77,0
17.0,23,67.0,60,59,65,71,64,64,64,62,62,58.0,53,52,35,58,56,27,60,25,27,53,28,39,48,45,48,0
18.0,24,67.0,60,67,65,71,70,64,72,69,67,58.0,63,56,40,58,58,27,60,25,27,52,28,39,48,45,49,0
17.0,24,84.0,85,79,85,87,72,54,81,71,75,71.0,75,70,64,30,68,44,50,25,48,54,31,39,60,39,73,0
17.0,23,52.0,54,54,69,42,45,60,52,51,49,66.0,78,69,73,68,71,60,71,56,73,82,50,69,75,70,81,0
18.0,24,55.0,63,54,69,44,45,60,52,51,49,66.0,78,69,73,70,71,65,73,56,73,82,50,69,75,70,81,0
19.0,25,55.0,66,60,69,44,44,60,58,53,49,68.0,78,77,74,72,75,78,74,65,74,74,53,75,76,70,77,0
20.0,26,53.0,66,60,69,39,44,60,58,53,49,68.0,73,63,74,72,75,79,78,65,74,76,53,73,74,70,77,1
21.0,27,53.0,66,60,69,39,44,58,58,53,49,68.0,73,64,75,72,76,78,78,63,74,76,53,73,74,70,79,1
17.0,22,61.0,66,70,67,55,63,62,71,64,47,58.0,74,82,71,79,78,64,81,53,70,75,47,79,77,63,69,0
18.0,23,56.0,49,59,55,58,65,64,66,59,61,65.0,71,80,71,76,77,70,81,58,70,71,57,80,77,80,69,0
19.0,24,56.0,45,59,62,56,65,64,66,59,61,64.0,71,80,71,76,77,70,78,58,70,71,57,80,77,80,69,0
20.0,25,54.0,45,59,59,55,65,63,66,59,61,64.0,71,80,71,76,77,70,78,58,70,69,57,80,77,80,67,0
21.0,26,54.0,45,59,59,55,65,63,66,59,61,64.0,71,80,71,76,77,70,78,58,70,69,57,80,77,80,67,1
17.0,24,79.0,63,34,90,79,41,78,45,30,70,65.0,68,52,74,30,67,61,77,73,57,53,63,63,71,66,82,0
19.0,26,78.0,65,34,88,79,38,78,50,30,67,63.0,69,40,70,30,65,59,76,73,60,52,66,62,67,66,76,0
20.0,27,77.0,65,37,88,77,41,78,50,30,66,63.0,66,40,70,30,64,41,76,71,60,52,66,62,59,68,76,0
21.0,28,77.0,65,37,88,76,49,81,50,30,66,64.0,70,45,70,30,67,41,77,71,60,52,68,62,59,68,76,0
19.0,24,67.0,66,56,64,69,51,57,58,51,61,51.0,62,58,62,40,66,54,67,64,43,50,60,62,58,56,62,0
20.0,25,77.0,71,60,78,80,58,66,58,51,68,65.0,65,67,69,40,72,54,67,65,43,65,63,62,69,56,62,0
17.0,22,47.0,49,64,61,39,63,48,63,65,44,67.0,59,57,62,36,68,60,53,52,53,84,46,49,57,53,63,0
18.0,23,51.0,59,65,63,39,64,69,64,65,49,67.0,60,59,62,36,68,63,53,52,59,89,46,49,58,53,68,0
19.0,24,51.0,59,65,63,39,67,72,64,65,49,67.0,60,59,62,36,68,63,53,52,59,92,46,49,58,53,73,0
21.0,26,51.0,59,67,63,39,67,74,64,65,49,67.0,64,59,64,36,70,67,53,52,59,92,46,49,58,53,73,0
17.0,21,59.0,38,20,70,60,17,72,36,34,59,51.0,58,56,64,46,62,61,62,62,46,72,48,51,53,63,60,0
18.0,22,60.0,38,20,70,62,17,73,36,34,59,51.0,58,56,64,46,62,61,62,62,46,72,48,51,53,63,62,0
19.0,23,60.0,38,20,70,62,24,74,36,34,59,51.0,58,56,64,46,62,61,62,62,46,72,48,51,53,63,61,0
20.0,24,59.0,38,22,70,61,30,74,39,37,59,51.0,58,56,64,46,62,61,62,62,46,71,48,51,53,63,61,0
21.0,25,59.0,38,36,70,61,38,74,43,37,59,51.0,58,56,64,46,62,62,61,61,46,71,48,51,57,63,61,0
17.0,21,66.0,64,68,74,62,64,72,68,67,63,50.0,67,69,62,62,68,50,60,39,56,65,41,61,64,47,69,0
18.0,22,69.0,77,66,74,62,62,72,63,66,63,67.0,65,67,64,62,68,65,70,39,56,65,41,61,65,47,69,0
20.0,23,54.0,53,55,49,57,60,59,63,59,62,61.0,51,57,47,29,48,39,40,24,40,58,30,23,49,43,40,0
21.0,24,71.0,68,65,67,75,67,61,67,66,67,67.0,63,63,57,29,61,49,59,33,46,58,30,30,56,50,50,0
17.0,22,73.0,65,67,75,76,73,69,75,73,60,75.0,75,68,78,48,76,75,77,69,69,74,61,71,71,49,77,0
18.0,23,73.0,65,66,77,74,70,69,74,73,60,73.0,75,68,80,48,76,75,77,60,69,81,61,71,71,49,76,0
19.0,24,70.0,65,69,78,69,67,69,74,73,61,74.0,75,70,83,48,79,76,75,55,71,82,61,71,71,49,77,0
20.0,25,70.0,65,69,78,68,66,70,75,74,61,74.0,74,70,83,48,79,76,75,55,71,79,61,71,71,49,77,0
21.0,26,70.0,65,69,78,68,66,70,75,74,63,75.0,74,69,82,48,78,77,75,55,71,79,61,71,71,49,77,0
17.0,20,52.0,32,32,61,56,24,56,23,22,32,50.0,47,56,70,69,71,64,65,70,62,76,59,66,63,53,85,0
18.0,21,54.0,32,32,61,59,24,58,23,22,32,56.0,56,56,75,69,71,64,65,65,62,76,59,64,63,53,84,0
19.0,22,50.0,32,32,54,54,28,56,23,22,32,56.0,56,56,75,70,71,64,65,62,62,74,59,64,63,68,81,0
20.0,23,51.0,32,32,54,56,28,67,23,22,41,56.0,56,56,71,70,70,64,65,62,63,74,59,64,63,68,81,0
21.0,24,49.0,32,32,54,53,28,60,23,22,39,59.0,56,57,71,70,70,65,65,63,66,74,63,64,66,64,82,0
17.0,21,77.0,73,76,82,77,68,73,75,73,76,72.0,77,73,66,73,73,66,81,58,68,62,69,72,72,44,65,1
18.0,22,83.0,75,78,93,82,71,77,80,78,79,74.0,77,78,68,71,73,75,86,66,72,62,71,76,76,44,59,0
19.0,23,84.0,73,78,91,87,76,66,78,76,78,74.0,73,78,68,71,73,75,86,66,72,53,71,76,76,44,57,0
20.0,24,83.0,75,78,86,85,77,71,79,76,78,76.0,73,78,72,71,75,75,85,66,73,55,71,76,76,55,58,0
21.0,25,83.0,75,78,88,85,78,73,80,76,79,77.0,73,78,72,71,75,75,85,66,73,55,71,76,76,55,58,0
17.0,24,76.0,76,71,74,77,65,77,68,65,72,66.0,69,67,63,29,67,29,65,60,40,58,25,55,61,31,54,0
19.0,26,74.0,74,71,68,77,65,75,67,65,71,66.0,69,67,63,29,67,29,65,60,40,58,25,55,61,31,55,0
17.0,23,75.0,68,62,78,76,67,81,66,68,61,58.0,64,56,60,26,59,53,48,30,38,62,39,34,52,34,66,0
18.0,24,76.0,68,63,78,77,65,81,62,66,55,57.0,62,57,58,26,61,53,48,30,38,62,39,34,52,34,66,0
17.0,20,55.0,32,17,59,61,17,70,18,15,29,49.0,53,57,66,54,52,56,60,56,49,66,42,52,54,59,70,0
18.0,21,56.0,32,17,60,63,17,69,18,15,29,49.0,53,57,66,54,52,56,62,56,49,66,42,52,54,59,70,0
19.0,22,60.0,32,17,66,68,27,67,18,15,29,49.0,55,62,68,57,60,62,68,56,59,67,42,57,61,59,71,0
20.0,23,60.0,32,17,66,68,27,66,18,15,29,49.0,55,62,68,57,60,62,68,56,59,67,42,57,61,59,71,0
21.0,24,60.0,32,17,66,68,27,66,18,15,29,49.0,55,62,68,57,60,62,68,56,59,67,42,57,61,59,71,0
17.0,19,69.0,55,62,70,74,66,60,63,64,63,76.0,53,66,66,24,68,30,38,20,30,58,25,22,51,34,71,1
18.0,20,70.0,55,65,71,76,66,62,65,66,65,76.0,56,66,66,24,68,30,38,20,30,58,25,22,51,34,72,1
19.0,21,72.0,57,73,73,77,65,70,68,69,68,83.0,64,69,65,27,69,33,52,23,53,61,28,42,69,37,74,0
20.0,22,70.0,58,72,71,74,71,72,69,73,71,73.0,66,73,64,41,71,33,52,42,60,64,28,62,72,65,74,0
17.0,28,54.0,42,71,71,51,38,49,34,39,43,66.0,68,63,76,49,73,64,68,72,58,88,64,66,69,48,78,0
18.0,29,57.0,42,71,76,55,38,49,34,39,43,66.0,68,63,75,49,73,64,68,71,58,88,64,66,69,48,80,0
19.0,30,60.0,42,70,77,61,38,39,34,39,43,66.0,68,63,76,49,73,64,68,71,58,88,64,66,69,48,82,0
20.0,31,59.0,42,65,71,61,38,39,34,39,43,66.0,70,63,72,60,71,64,68,67,59,88,64,66,69,58,80,0
17.0,22,66.0,65,63,76,64,50,38,64,45,63,68.0,77,77,74,79,75,76,84,77,83,60,76,87,74,71,73,1
18.0,23,71.0,65,63,76,72,50,52,64,45,74,74.0,77,77,77,87,77,78,84,79,86,60,76,87,75,71,73,1
19.0,24,71.0,65,58,76,72,55,53,62,42,77,74.0,79,79,82,87,84,78,84,80,86,60,76,88,77,71,76,0
20.0,25,72.0,67,55,79,72,53,58,59,42,77,74.0,79,79,82,87,84,75,84,80,86,70,76,88,81,75,76,0
21.0,26,75.0,67,52,82,75,51,65,55,42,77,77.0,78,82,82,87,84,75,84,80,86,75,76,87,79,75,87,0
17.0,26,57.0,34,49,78,56,16,58,50,21,49,50.0,68,55,59,63,57,64,65,62,55,77,49,49,63,50,75,0
18.0,27,62.0,45,52,73,63,46,58,50,51,49,50.0,68,58,59,63,57,43,65,58,55,77,49,52,66,50,75,0
17.0,20,69.0,60,56,64,74,59,72,58,56,59,41.0,51,45,49,19,51,53,33,23,25,60,24,20,40,45,50,0
18.0,21,68.0,60,56,63,74,59,72,58,56,59,59.0,51,45,49,19,51,53,33,23,25,60,24,20,40,45,50,0
19.0,22,71.0,60,58,64,78,66,77,58,54,59,60.0,51,45,49,19,53,65,33,23,25,59,24,20,40,45,50,0
20.0,23,72.0,65,60,64,78,66,78,61,57,60,60.0,52,45,49,19,53,58,33,23,25,58,24,20,40,45,47,0
17.0,25,71.0,73,67,75,70,65,55,67,60,43,69.0,69,70,57,40,63,50,64,54,50,77,43,53,60,49,56,0
18.0,26,71.0,73,63,75,70,62,54,68,60,43,69.0,69,70,57,40,63,50,64,54,50,77,43,53,60,49,55,0
19.0,27,71.0,73,63,75,70,66,53,65,60,43,65.0,66,70,57,40,63,50,64,54,50,77,43,53,60,49,55,0
20.0,28,70.0,73,64,73,69,66,53,66,61,43,67.0,66,70,59,40,64,50,64,54,50,77,43,53,60,49,55,0
21.0,29,69.0,73,64,68,69,66,53,66,61,43,67.0,66,70,59,40,64,50,64,54,50,77,43,53,60,49,55,0
17.0,29,73.0,85,75,90,60,72,73,72,73,56,64.0,78,71,71,51,74,77,78,55,71,69,61,73,64,62,77,0
18.0,30,70.0,85,75,78,60,72,73,74,74,60,68.0,70,69,71,51,73,76,78,51,71,68,61,73,64,62,77,0
19.0,31,75.0,85,75,79,69,70,73,74,74,60,68.0,70,69,71,62,73,76,78,51,71,66,61,73,64,69,77,0
20.0,32,75.0,85,75,79,69,70,73,74,74,60,68.0,70,69,71,62,73,76,78,51,71,66,61,73,64,69,77,0
17.0,21,60.0,32,65,65,72,65,30,58,58,40,51.0,48,56,59,39,52,63,66,51,54,60,45,44,49,59,54,0
17.0,22,47.0,35,26,60,44,35,52,42,39,47,58.0,55,53,61,51,67,57,67,60,55,75,56,52,58,63,76,0
17.0,23,81.0,80,74,75,84,75,85,64,59,76,64.0,70,66,42,38,65,39,57,52,33,44,49,40,37,56,44,0
18.0,24,81.0,82,70,75,83,75,78,67,62,78,64.0,68,66,42,38,65,39,57,52,33,41,49,40,37,56,44,0
19.0,25,80.0,82,70,73,83,68,78,67,62,78,62.0,66,66,42,38,63,39,57,52,33,38,49,40,37,56,43,0
20.0,26,81.0,82,72,76,84,72,78,69,63,78,67.0,70,66,42,38,63,39,57,52,33,43,49,40,37,56,45,1
21.0,27,81.0,82,72,76,84,72,80,71,66,78,68.0,71,66,42,38,63,39,57,52,33,43,49,40,37,56,45,0
17.0,24,78.0,79,67,82,77,68,57,72,71,49,68.0,67,43,60,53,62,58,61,46,55,75,52,51,52,31,79,0
18.0,25,79.0,79,66,82,78,65,67,69,68,49,66.0,67,51,62,53,65,59,61,46,55,71,52,51,52,31,74,0
19.0,26,77.0,75,66,82,77,71,67,70,68,49,60.0,66,59,65,53,65,59,61,41,55,71,52,51,52,31,74,0
20.0,27,78.0,77,67,81,77,68,69,70,69,58,60.0,66,59,65,53,65,66,61,41,55,66,52,51,52,31,74,0
21.0,28,78.0,77,67,81,77,68,69,70,69,58,60.0,66,59,65,53,65,66,61,41,55,66,52,51,52,31,74,0
21.0,26,73.0,73,19,60,80,27,70,21,23,58,57.0,57,31,59,41,59,35,67,58,43,61,55,49,46,57,66,1
17.0,22,73.0,75,82,73,72,77,69,80,81,73,55.0,76,69,51,35,74,55,45,39,30,52,31,37,51,53,53,0
18.0,23,72.0,75,82,71,72,79,69,80,81,77,69.0,76,69,51,35,76,55,45,39,30,51,31,37,51,53,59,0
19.0,24,73.0,75,80,72,72,65,79,77,78,76,69.0,76,72,58,35,73,55,45,39,30,64,31,37,51,53,65,0
20.0,25,73.0,79,80,69,73,70,78,77,78,76,69.0,76,72,58,35,73,55,45,39,30,62,31,37,51,53,64,0
21.0,26,76.0,83,82,69,76,68,82,72,76,77,67.0,75,72,60,35,76,55,45,39,30,62,31,37,51,53,69,0
17.0,26,81.0,81,66,73,86,74,72,73,72,75,62.0,64,53,29,60,58,24,73,38,28,60,55,53,36,44,50,0
18.0,27,78.0,75,66,72,83,74,72,68,73,75,62.0,64,53,29,60,58,24,73,38,28,60,55,53,36,44,50,0
19.0,28,78.0,75,66,71,84,67,72,68,73,75,62.0,64,53,29,60,61,24,73,38,28,60,55,53,36,44,49,1
20.0,29,78.0,75,66,69,84,67,72,75,73,75,62.0,64,53,29,60,61,24,73,38,28,58,55,53,36,44,49,1
21.0,30,78.0,75,66,68,84,70,73,75,73,75,66.0,68,60,38,60,61,24,73,38,28,58,55,53,36,44,49,0
17.0,28,65.0,60,63,64,65,68,80,64,68,58,56.0,63,29,60,31,58,71,43,24,54,70,23,18,36,34,59,1
18.0,29,66.0,60,63,67,66,68,81,64,68,58,57.0,63,29,60,31,58,71,43,24,54,70,23,18,36,34,61,1
19.0,30,67.0,60,63,73,66,64,81,64,68,61,57.0,63,45,61,32,58,71,43,31,54,70,23,35,36,34,63,1
17.0,21,45.0,43,22,52,42,19,53,15,14,61,52.0,62,59,72,29,70,61,67,68,46,85,60,55,44,61,77,1
18.0,22,45.0,43,22,51,42,19,54,15,14,62,61.0,62,61,73,38,72,62,68,69,49,85,62,58,52,61,77,1
19.0,23,53.0,43,22,60,52,28,60,25,23,62,67.0,73,61,75,38,73,63,72,71,58,88,67,67,61,61,80,0
20.0,24,55.0,44,23,64,54,28,60,25,23,62,69.0,76,67,78,38,77,64,75,76,59,87,68,71,63,61,82,0
21.0,25,57.0,44,23,63,58,28,61,25,23,62,69.0,73,67,76,38,75,64,75,75,59,85,68,69,63,61,76,0
17.0,22,63.0,56,28,63,66,38,58,46,43,43,66.0,66,71,81,60,80,79,80,69,82,69,47,76,70,56,76,1
18.0,23,63.0,56,28,63,66,38,58,46,43,43,66.0,66,71,81,60,79,76,78,67,80,69,47,77,70,56,76,1
19.0,24,66.0,56,28,70,68,24,58,44,40,50,76.0,72,72,81,66,79,76,76,68,80,72,52,76,75,70,78,1
20.0,25,63.0,56,28,69,64,24,58,44,40,50,78.0,73,75,84,68,83,77,79,70,80,73,57,79,80,70,77,1
21.0,26,64.0,58,56,74,62,46,57,59,48,50,78.0,77,77,84,68,84,77,79,74,80,73,64,80,80,70,77,1
17.0,24,79.0,72,30,78,82,30,80,43,40,83,57.0,59,49,61,49,68,46,68,72,63,51,70,65,46,67,66,0
19.0,26,80.0,72,30,78,85,48,80,43,40,79,57.0,59,49,61,49,68,46,68,72,63,51,70,65,46,67,66,0
17.0,21,71.0,74,77,80,65,76,79,75,76,68,76.0,78,79,77,61,78,79,64,50,76,82,57,54,78,44,83,1
18.0,22,73.0,74,79,85,65,77,79,78,79,69,78.0,83,80,77,61,83,88,75,66,81,83,61,67,79,44,83,1
19.0,23,73.0,74,79,85,65,72,79,81,79,74,82.0,85,80,80,61,85,90,75,66,81,83,61,69,79,44,84,1
20.0,24,78.0,86,80,94,66,78,79,80,79,74,85.0,87,85,83,61,85,91,76,66,85,84,67,71,84,44,84,0
21.0,25,79.0,89,82,95,67,82,79,84,79,72,85.0,88,86,83,61,85,91,78,66,85,84,67,84,84,44,84,0
17.0,20,62.0,61,44,67,59,18,72,37,32,65,65.0,76,48,81,55,80,68,66,80,55,69,67,67,69,69,74,1
18.0,21,67.0,59,58,74,67,58,72,41,49,59,69.0,80,65,78,55,77,73,75,80,69,75,68,69,57,59,75,0
19.0,22,73.0,69,52,75,73,48,74,46,49,76,69.0,80,65,81,55,80,73,78,82,69,75,70,74,65,62,78,0
17.0,20,68.0,61,70,65,71,64,81,65,60,57,47.0,59,57,53,29,58,52,42,28,33,65,26,32,42,33,64,1
18.0,21,69.0,65,71,66,71,65,83,70,67,56,52.0,62,59,54,29,58,50,42,28,33,67,26,32,53,33,65,1
19.0,22,77.0,66,72,82,78,68,84,73,68,56,65.0,69,58,65,29,67,50,52,51,33,67,26,43,63,33,68,1
20.0,23,77.0,69,68,81,77,66,84,72,67,56,73.0,72,62,69,29,72,53,60,58,38,71,30,56,69,44,70,0
21.0,24,77.0,68,67,85,75,66,84,73,65,60,71.0,71,68,70,29,73,47,60,56,38,75,45,57,67,44,72,0
17.0,21,75.0,74,23,76,75,25,71,27,17,69,61.0,75,45,69,29,72,40,73,73,58,63,65,63,58,59,64,1
18.0,22,74.0,74,29,75,74,25,71,27,17,69,63.0,74,45,68,29,71,40,73,74,58,61,65,63,58,57,65,1
19.0,23,77.0,82,29,74,77,58,70,39,17,78,63.0,77,45,68,29,74,40,79,80,65,60,76,63,58,72,65,0
20.0,24,76.0,82,29,74,76,52,70,39,17,78,66.0,78,44,71,29,76,40,79,80,65,69,76,65,58,72,68,0
21.0,25,76.0,81,29,74,76,52,70,39,20,77,66.0,74,44,71,29,70,40,76,73,65,63,76,65,57,65,65,0
17.0,21,63.0,53,61,58,68,66,71,68,66,67,52.0,56,65,59,38,60,49,45,45,39,50,26,22,54,64,66,0
17.0,22,62.0,57,21,78,56,25,59,32,30,57,57.0,68,50,63,59,65,51,63,69,67,65,64,67,68,56,87,0
18.0,23,63.0,57,21,79,58,25,61,32,30,57,64.0,75,50,66,68,66,56,63,65,67,66,64,65,68,56,85,0
17.0,22,57.0,37,62,73,56,68,72,62,71,45,53.0,55,58,64,42,62,61,49,35,53,71,30,42,50,36,76,0
18.0,24,79.0,75,47,78,82,46,67,57,59,70,64.0,66,45,69,51,65,45,70,65,64,68,63,65,53,55,73,0
17.0,22,72.0,63,62,92,65,70,69,65,69,41,70.0,70,66,67,70,68,76,69,52,74,73,54,59,67,59,79,1
18.0,23,72.0,63,64,92,65,72,69,68,70,41,70.0,70,75,71,70,71,77,69,55,75,73,54,59,71,62,79,0
19.0,24,71.0,68,73,87,65,75,69,76,77,56,74.0,73,74,74,70,74,77,69,55,75,72,54,59,73,62,76,0
20.0,25,72.0,67,72,89,65,71,69,75,76,56,73.0,72,75,73,70,75,79,69,55,75,72,54,59,73,62,75,0
21.0,26,71.0,67,72,88,65,71,69,75,76,56,74.0,72,75,73,70,75,79,69,55,75,72,56,59,73,62,75,0
17.0,21,35.0,38,29,34,32,35,51,33,39,34,60.0,53,47,65,43,65,41,55,49,45,82,44,37,52,51,58,1
18.0,22,42.0,38,29,64,32,35,43,36,39,34,60.0,53,52,68,43,65,63,55,52,45,84,44,37,55,51,77,1
19.0,23,47.0,43,34,69,37,40,48,42,45,39,67.0,58,59,77,64,74,71,60,62,64,90,49,46,62,56,79,0
20.0,24,49.0,52,34,69,37,40,48,42,45,39,67.0,58,59,77,64,74,71,60,62,64,91,49,46,63,56,78,0
21.0,25,46.0,52,34,65,34,40,48,42,45,39,65.0,58,59,72,64,70,70,60,62,64,91,49,46,63,56,79,0
17.0,20,60.0,60,50,54,64,47,56,53,57,53,59.0,52,59,47,35,57,41,51,32,37,65,30,43,55,47,61,0
18.0,21,65.0,60,55,67,66,53,57,61,57,53,59.0,52,63,57,35,62,41,58,32,37,66,30,43,59,47,63,0
19.0,22,68.0,62,63,78,66,62,61,62,60,53,61.0,59,65,59,35,64,46,58,43,45,72,48,60,64,47,75,0
20.0,23,70.0,61,62,78,69,61,67,61,60,55,59.0,59,63,60,35,63,46,62,42,45,72,48,61,61,47,76,0
21.0,24,70.0,61,62,78,69,61,67,61,60,55,59.0,59,63,60,35,63,46,62,42,45,72,48,61,61,47,76,0
17.0,26,73.0,60,12,65,83,20,63,13,16,64,59.0,62,27,56,33,53,40,55,63,40,52,49,50,54,68,57,0
18.0,27,74.0,60,12,66,84,20,65,13,16,64,59.0,62,27,56,33,53,40,55,63,40,52,49,50,54,68,58,0
19.0,28,74.0,60,12,66,85,30,69,13,16,64,59.0,62,27,56,33,53,40,55,63,40,53,49,50,54,68,61,0
20.0,29,75.0,60,12,64,86,30,71,13,16,68,56.0,62,27,52,33,51,40,57,61,40,53,49,50,48,59,60,0
21.0,30,74.0,65,12,64,83,30,70,13,16,65,60.0,60,43,54,39,56,40,60,61,46,51,55,56,52,59,56,0
17.0,20,55.0,39,29,66,56,30,52,28,27,38,58.0,72,72,81,62,78,71,66,69,62,77,56,65,76,65,84,1
18.0,21,55.0,39,29,66,56,30,51,28,27,38,74.0,72,72,82,72,79,71,74,70,75,86,56,70,76,65,84,0
19.0,22,56.0,39,29,70,56,30,51,28,27,38,74.0,78,72,82,74,81,78,76,79,76,86,56,74,77,65,84,0
20.0,23,57.0,39,29,70,58,30,50,28,27,38,74.0,76,71,84,73,82,77,77,77,76,88,56,74,77,65,84,0
21.0,24,56.0,39,29,68,58,30,51,28,27,38,74.0,72,67,82,73,82,78,77,76,76,88,56,75,75,65,82,0
19.0,24,65.0,58,55,65,68,58,60,56,55,48,63.0,54,58,62,45,61,52,60,49,53,66,49,62,62,41,64,0
20.0,25,65.0,58,57,65,69,58,60,58,56,50,64.0,56,59,64,45,61,52,60,55,53,66,49,62,62,41,64,0
17.0,20,71.0,65,64,60,78,59,73,65,65,64,55.0,53,30,36,34,33,32,42,28,31,46,27,26,29,47,48,0
17.0,24,60.0,65,47,70,52,25,73,32,34,55,70.0,68,60,74,45,70,65,73,65,62,89,62,65,62,53,91,0
18.0,25,64.0,65,47,70,59,25,73,32,34,53,70.0,68,60,74,45,68,62,73,66,62,89,62,65,62,53,91,0
19.0,26,64.0,65,47,71,60,19,73,32,34,53,70.0,68,60,74,45,68,62,73,66,62,88,62,65,62,53,92,1
20.0,27,65.0,65,47,73,61,27,67,32,34,53,73.0,69,60,78,45,74,66,75,72,62,86,62,67,71,53,90,1
21.0,28,66.0,65,47,74,63,27,67,32,34,53,73.0,67,60,76,45,73,66,75,72,62,81,64,68,71,55,88,1
17.0,25,67.0,59,56,68,71,51,55,59,57,59,71.0,71,65,66,67,70,65,79,64,74,59,62,72,68,67,59,0
18.0,26,67.0,64,56,65,70,52,51,59,57,58,65.0,69,64,64,67,70,61,77,57,74,59,62,69,65,67,59,0
17.0,22,74.0,75,57,88,67,66,68,69,69,61,72.0,68,53,74,28,69,67,73,40,70,75,60,51,61,38,86,0
18.0,23,76.0,75,59,88,71,67,70,71,71,65,72.0,70,53,74,28,69,68,73,40,70,75,60,51,68,38,86,0
19.0,24,74.0,76,68,86,66,72,86,75,72,65,72.0,74,53,75,28,73,67,73,40,70,76,60,51,68,38,85,0
20.0,25,70.0,76,68,86,58,72,85,75,72,65,72.0,75,53,75,28,73,69,73,40,70,77,60,51,68,38,85,0
21.0,26,68.0,76,68,77,58,69,85,74,71,65,72.0,74,53,73,28,74,68,73,40,70,77,60,51,63,38,84,0
17.0,23,54.0,53,46,66,48,31,58,38,36,48,66.0,65,74,72,79,74,76,80,66,77,86,70,76,72,81,89,1
18.0,23,73.0,60,58,70,81,61,60,63,60,58,52.0,52,60,53,34,60,38,55,52,40,52,31,46,53,37,60,0
19.0,24,74.0,62,64,70,81,59,67,65,62,68,59.0,61,62,53,34,60,38,55,52,40,55,31,46,55,37,62,0
17.0,21,50.0,47,33,69,41,38,63,42,36,47,68.0,64,60,77,59,73,62,49,48,66,81,50,73,73,57,83,0
18.0,22,50.0,47,33,67,41,38,63,42,36,47,68.0,64,60,77,59,73,62,49,48,66,81,50,73,73,57,82,0
19.0,23,49.0,47,33,67,40,34,63,42,36,47,68.0,64,60,74,59,72,62,49,55,66,81,50,72,70,57,82,1
20.0,24,49.0,47,33,66,40,34,63,42,36,47,68.0,64,60,74,59,72,62,49,55,66,80,50,72,70,57,80,1
21.0,25,49.0,47,33,66,40,34,62,42,36,47,68.0,64,60,74,59,72,62,60,55,66,80,50,72,70,57,80,1
17.0,25,71.0,65,30,76,70,30,72,28,24,55,61.0,62,50,65,42,63,54,69,60,71,75,72,62,60,64,72,0
18.0,26,69.0,65,30,68,70,30,80,28,24,55,55.0,60,50,66,42,64,54,69,60,71,77,72,62,60,64,76,0
19.0,27,68.0,65,30,64,71,34,76,28,24,55,53.0,55,50,53,42,61,47,68,59,69,77,70,61,54,64,76,0
20.0,28,60.0,65,30,34,69,34,74,28,24,55,53.0,54,49,56,42,60,47,67,59,69,74,69,61,54,63,73,0
21.0,29,65.0,65,30,53,69,34,75,28,24,55,53.0,54,49,56,42,60,47,67,63,69,74,69,61,54,63,73,0
17.0,20,64.0,47,52,72,67,49,60,58,51,55,64.0,63,64,67,46,65,60,62,64,59,79,56,55,63,44,71,0
18.0,21,64.0,47,52,72,67,49,60,58,51,55,64.0,61,64,65,46,65,60,62,64,59,79,56,55,63,44,71,0
19.0,22,66.0,47,52,76,69,51,62,58,51,55,64.0,61,64,65,46,65,60,62,64,59,80,56,55,63,44,72,0
17.0,21,71.0,73,69,74,69,70,70,73,74,71,61.0,71,74,54,35,61,71,50,26,32,67,37,36,63,31,69,0
17.0,21,74.0,69,79,82,72,71,78,70,68,73,75.0,75,84,72,34,76,57,66,51,52,74,50,57,66,54,73,0
18.0,22,74.0,69,77,81,72,71,80,70,68,73,77.0,74,83,72,34,75,57,66,51,52,74,50,57,66,54,73,0
19.0,23,78.0,80,78,85,73,75,78,73,75,73,77.0,74,83,70,45,75,59,72,54,52,74,54,57,66,54,73,0
20.0,24,77.0,80,76,82,74,74,77,71,73,71,76.0,72,82,69,45,74,58,72,54,52,74,54,57,64,53,70,0
17.0,27,75.0,75,74,67,78,76,80,78,81,78,67.0,73,38,48,32,59,40,47,22,28,52,32,24,39,37,55,1
18.0,28,72.0,75,74,64,74,78,80,80,81,77,67.0,73,55,48,32,59,40,47,26,28,51,32,24,39,37,55,0
19.0,29,71.0,74,74,61,73,72,79,79,80,77,67.0,72,55,48,32,59,40,47,26,28,45,32,24,39,37,54,0
